SITENAME,BCF-Sector,Solution Type,Site Type,Blended Congestion,Lat,Lon,Town,Province,ACL,Azimuth,Beam Width,Length
TCPHTP3KTANGGENSANSCOT,TCPHTP3KTANGGENSANSCOT-1,MACRO,MACRO,GREEN,6.184296,125.224402,SOUTH COTABATO,GENERAL SANTOS CITY,35,330,40,200
TCPHTP3MINSTANGUIBMOCC,TCPHTP3MINSTANGUIBMOCC-3,MACRO,MACRO,AMBER,8.086646,123.755007,MISAMIS OCCIDENTAL,TANGUB CITY,47,280,40,200
TCPHTP4KIARADCARLSBUK,TCPHTP4KIARADCARLSBUK-1,MACRO,MACRO,AMBER,7.643417,124.8836,BUKIDNON,DON CARLOS,49,15,40,200
TCPHTP4POBDMULOGBUK,TCPHTP4POBDMULOGBUK-2,MACRO,MACRO,AMBER,7.487812,124.941185,BUKIDNON,DAMULOG,34,130,40,200
TCPHTP4POBDMULOGBUK,TCPHTP4POBDMULOGBUK-3,MACRO,MACRO,AMBER,7.487812,124.941185,BUKIDNON,DAMULOG,34,210,40,200
TCPHTP5MAANASMEDINAMOR,TCPHTP5MAANASMEDINAMOR-1,MACRO,MACRO,GREEN,8.889635,125.03204,MISAMIS ORIENTAL,MEDINA,40,315,40,200
TCPHTP7POBCOMPOSDDO,TCPHTP7POBCOMPOSDDO-2,MACRO,MACRO,AMBER,7.669764,126.0885,DAVAO DE ORO,COMPOSTELA,29,110,40,200
TCPHTPAGLAUNGESPERSKUD,TCPHTPAGLAUNGESPERSKUD-1,MACRO,MACRO,AMBER,6.72388,124.51934,SULTAN KUDARAT,ESPERANZA,48,310,40,200
TCPHTPANAYSNINOSCOT,TCPHTPANAYSNINOSCOT-1,MACRO,MACRO,AMBER,6.491518,124.631832,SOUTH COTABATO,SANTO NIÑO,39,0,40,200
TCPHTPENAPLATASAMALDDN,TCPHTPENAPLATASAMALDDN-1,MACRO,MACRO,GREEN,7.076824,125.71021,DAVAO DEL NORTE,ISLAND GARDEN CITY OF SAMAL,44,40,40,200
TCPHTPNADTALNMRAMAGBUK,TCPHTPNADTALNMRAMAGBUK-3,MACRO,MACRO,AMBER,7.805789,125.01427,BUKIDNON,MARAMAG,39,160,40,200
TCPHTPOBAURORAZDS,TCPHTPOBAURORAZDS-1,MACRO,MACRO,AMBER,7.950239,123.58592,ZAMBOANGA DEL SUR,AURORA,49,320,40,200
TCPHTPOBAURORAZDS,TCPHTPOBAURORAZDS-2,MACRO,MACRO,AMBER,7.950239,123.58592,ZAMBOANGA DEL SUR,AURORA,49,130,40,200
TCPHTPOBCOLODLDN,TCPHTPOBCOLODLDN-3,MACRO,MACRO,AMBER,8.190387,124.018207,LANAO DEL NORTE,BACOLOD,43,215,40,200
TCPHTPOBCOMPOSCVLY,TCPHTPOBCOMPOSCVLY-2,MACRO,MACRO,AMBER,7.675364,126.083372,DAVAO DE ORO,COMPOSTELA,40,145,40,200
TCPHTPOBLACIONMHAYAGZDS,TCPHTPOBLACIONMHAYAGZDS-2,MACRO,MACRO,AMBER,8.125287,123.434476,ZAMBOANGA DEL SUR,MAHAYAG,49,180,40,200
TCPHTPOBLAGONGMOR,TCPHTPOBLAGONGMOR-1,MACRO,MACRO,AMBER,8.806457,124.788649,MISAMIS ORIENTAL,LAGONGLONG,49,0,40,200
TCPHTPOBLAGONGMOR,TCPHTPOBLAGONGMOR-2,MACRO,MACRO,GREEN,8.806457,124.788649,MISAMIS ORIENTAL,LAGONGLONG,49,90,40,200
TCPHTPOBMARGOSZDS,TCPHTPOBMARGOSZDS-3,MACRO,MACRO,AMBER,7.574381,123.169767,ZAMBOANGA DEL SUR,MARGOSATUBIG,49,270,40,200
TCPHTPOBMKLALANCOT,TCPHTPOBMKLALANCOT-1,MACRO,MACRO,AMBER,6.95075,125.098559,COTABATO,MAKILALA,59,60,40,200
TCPHTPOBNAAWANMOR,TCPHTPOBNAAWANMOR-1,MACRO,MACRO,GREEN,8.432835,124.28891,MISAMIS ORIENTAL,NAAWAN,39,20,40,200
TCPHTPUNTIANQUEZONBUK,TCPHTPUNTIANQUEZONBUK-2,MACRO,MACRO,AMBER,7.61163,125.11931,BUKIDNON,QUEZON,39,105,40,200
TCPHTPUNTIANQUEZONBUK,TCPHTPUNTIANQUEZONBUK-3,MACRO,MACRO,AMBER,7.61163,125.11931,BUKIDNON,QUEZON,39,220,40,200
TCPHTSALVASTOMASDDN,TCPHTSALVASTOMASDDN-2,MACRO,MACRO,AMBER,7.48616,125.716,DAVAO DEL NORTE,SANTO TOMAS,39,160,40,200
TCPHTSAMPOLBDIPLAZSIB,TCPHTSAMPOLBDIPLAZSIB-2,MACRO,MACRO,AMBER,8.321618,122.987597,ZAMBOANGA DEL NORTE,SINDANGAN,39,130,40,200
TCPHTSANISIDTAMPAKSCOT,TCPHTSANISIDTAMPAKSCOT-1,MACRO,MACRO,AMBER,6.458504,124.96792,SOUTH COTABATO,TAMPAKAN,49,330,40,200
TCPHTSANITOIPILZSIB,TCPHTSANITOIPILZSIB-1,MACRO,MACRO,GREEN,7.789507,122.592754,ZAMBOANGA SIBUGAY,IPIL (CAPITAL),28,340,40,200
TCPHTSANITOIPILZSIB,TCPHTSANITOIPILZSIB-2,MACRO,MACRO,AMBER,7.789507,122.592754,ZAMBOANGA SIBUGAY,IPIL (CAPITAL),28,150,40,200
TCPHTSANITOIPILZSIB,TCPHTSANITOIPILZSIB-3,MACRO,MACRO,AMBER,7.789507,122.592754,ZAMBOANGA SIBUGAY,IPIL (CAPITAL),28,240,40,200
TCPHTSAPUMLAPATSAR,TCPHTSAPUMLAPATSAR-3,MACRO,MACRO,GREEN,5.91648,125.27405,SARANGANI,MALAPATAN,49,250,40,200
TCPHTSHELLPOBMONKAYDDO,TCPHTSHELLPOBMONKAYDDO-1,MACRO,MACRO,AMBER,7.829283,126.055932,DAVAO DE ORO,MONKAYO,29,60,40,200
TCPHTSINGAOKIDAPNCOT,TCPHTSINGAOKIDAPNCOT-3,MACRO,MACRO,GREEN,6.99837,125.06036,COTABATO,KIDAPAWAN CITY (CAPITAL),39,245,40,200
TCPHTSINOLONTBOLISCOT,TCPHTSINOLONTBOLISCOT-1,MACRO,MACRO,AMBER,6.262261,124.808604,SOUTH COTABATO,T'BOLI,40,320,40,200
TCPHTSINOLONTBOLISCOT,TCPHTSINOLONTBOLISCOT-3,MACRO,MACRO,AMBER,6.262261,124.808604,SOUTH COTABATO,T'BOLI,40,200,40,200
TCPHTSNICOLASDCARLSBUK,TCPHTSNICOLASDCARLSBUK-1,MACRO,MACRO,GREEN,7.679182,124.969004,BUKIDNON,DON CARLOS,39,10,40,200
TCPHTSNICOLASDCARLSBUK,TCPHTSNICOLASDCARLSBUK-2,MACRO,MACRO,AMBER,7.679182,124.969004,BUKIDNON,DON CARLOS,39,100,40,200
TCPHTSNISIDROTLAKAGBUK,TCPHTSNISIDROTLAKAGBUK-1,MACRO,MACRO,AMBER,8.276861,124.589921,BUKIDNON,TALAKAG,49,340,40,200
TCPHTSTELENAILIGANLDN,TCPHTSTELENAILIGANLDN-1,MACRO,MACRO,AMBER,8.191221,124.225305,LANAO DEL NORTE,ILIGAN CITY,41,10,40,200
TCPHTSTNINOBANSALDDS,TCPHTSTNINOBANSALDDS-2,MACRO,MACRO,GREEN,6.82112,125.18022,DAVAO DEL SUR,BANSALAN,40,130,40,200
TCPHTSTNINOBANSALDDS,TCPHTSTNINOBANSALDDS-3,MACRO,MACRO,AMBER,6.82112,125.18022,DAVAO DEL SUR,BANSALAN,40,240,40,200
TCPHTSTNINOTALAINDDN,TCPHTSTNINOTALAINDDN-2,MACRO,MACRO,GREEN,7.628458,125.622013,DAVAO DEL NORTE,TALAINGOD,43,175,40,200
TCPHTSTNINOTALAINDDN,TCPHTSTNINOTALAINDDN-3,MACRO,MACRO,GREEN,7.628458,125.622013,DAVAO DEL NORTE,TALAINGOD,43,275,40,200
TCPHTSTNINOTLAKAGBUK,TCPHTSTNINOTLAKAGBUK-1,MACRO,MACRO,GREEN,8.186194,124.586423,BUKIDNON,TALAKAG,48,0,40,200
TCPHTSTNINOTLAKAGBUK,TCPHTSTNINOTLAKAGBUK-2,MACRO,MACRO,GREEN,8.186194,124.586423,BUKIDNON,TALAKAG,48,90,40,200
TCPHTSTOMASMUTIAZDN,TCPHTSTOMASMUTIAZDN-3,MACRO,MACRO,GREEN,8.417221,123.478727,ZAMBOANGA DEL NORTE,MUTIA,49,220,40,200
TCPHTTALAIRNOROQUIMOCC,TCPHTTALAIRNOROQUIMOCC-2,MACRO,MACRO,GREEN,8.46608,123.803638,MISAMIS OCCIDENTAL,OROQUIETA CITY (CAPITAL),29,180,40,200
TCPHTTAMBOSAINMATIDVOR,TCPHTTAMBOSAINMATIDVOR-2,MACRO,MACRO,AMBER,6.984092,126.230557,DAVAO ORIENTAL,MATI CITY (CAPITAL),39,130,40,200
TCPHTTAYTAYELSALVMOR,TCPHTTAYTAYELSALVMOR-1,MACRO,MACRO,AMBER,8.535726,124.547727,MISAMIS ORIENTAL,EL SALVADOR CITY,34,310,40,200
TCPHTTIGUHALPUYANZDS,TCPHTTIGUHALPUYANZDS-2,MACRO,MACRO,AMBER,7.704111,123.207712,ZAMBOANGA DEL SUR,LAPUYAN,49,85,40,200
TCPHTTIGUHALPUYANZDS,TCPHTTIGUHALPUYANZDS-3,MACRO,MACRO,AMBER,7.704111,123.207712,ZAMBOANGA DEL SUR,LAPUYAN,49,190,40,200
TCPHTUGALINGCARMENNCOT,TCPHTUGALINGCARMENNCOT-2,MACRO,MACRO,AMBER,7.14839,124.801639,COTABATO,CARMEN,49,100,40,200
TCSBARAYASADUCMARAWILDS,TCSBARAYASADUCMARAWILDS-1,MACRO,MACRO,AMBER,8.001721,124.288901,LANAO DEL SUR,MARAWI CITY (CAPITAL),36,350,40,200
TCSBARAYASADUCMARAWILDS,TCSBARAYASADUCMARAWILDS-2,MACRO,MACRO,AMBER,8.001721,124.288901,LANAO DEL SUR,MARAWI CITY (CAPITAL),36,60,40,200
TCSBARAYASADUCMARAWILDS,TCSBARAYASADUCMARAWILDS-3,MACRO,MACRO,AMBER,8.001721,124.288901,LANAO DEL SUR,MARAWI CITY (CAPITAL),36,130,40,200
TELAFASCOLOMSKUD,TELAFASCOLOMSKUD-2,MACRO,MACRO,GREEN,6.631741,124.97369,SULTAN KUDARAT,COLUMBIO,49,40,40,200
TELAFASCOLOMSKUD,TELAFASCOLOMSKUD-3,MACRO,MACRO,GREEN,6.631741,124.97369,SULTAN KUDARAT,COLUMBIO,49,190,40,200
TELAJETANDAGSDS,TELAJETANDAGSDS-2,MACRO,MACRO,GREEN,9.072481,126.193584,SURIGAO DEL SUR,TANDAG CITY (CAPITAL),39,180,40,200
TELAJETANDAGSDS,TELAJETANDAGSDS-3,MACRO,MACRO,AMBER,9.072481,126.193584,SURIGAO DEL SUR,TANDAG CITY (CAPITAL),39,300,40,200
THPALCLAVERSDN,THPALCLAVERSDN-3,MACRO,MACRO,AMBER,9.54355,125.8113,SURIGAO DEL NORTE,CLAVER,4,245,40,200
TIBANGOVGENDVOR,TIBANGOVGENDVOR-1,MACRO,MACRO,AMBER,6.632654,126.081736,DAVAO ORIENTAL,GOVERNOR GENEROSO,54,355,40,200
TIBANGOVGENDVOR,TIBANGOVGENDVOR-2,MACRO,MACRO,AMBER,6.632654,126.081736,DAVAO ORIENTAL,GOVERNOR GENEROSO,54,180,40,200
TIBANGOVGENDVOR,TIBANGOVGENDVOR-3,MACRO,MACRO,AMBER,6.632654,126.081736,DAVAO ORIENTAL,GOVERNOR GENEROSO,54,270,40,200
TINAMIGUELSDS,TINAMIGUELSDS-3,MACRO,MACRO,AMBER,8.947502,126.039358,SURIGAO DEL SUR,SAN MIGUEL,36,190,40,200
TINOTOMAASIMSAR,TINOTOMAASIMSAR-1,MACRO,MACRO,AMBER,5.89905,125.07605,SARANGANI,MAASIM,39,40,40,200
TITAY,TITAY-2,MACRO,MACRO,GREEN,7.870138,122.562803,ZAMBOANGA SIBUGAY,TITAY,45,170,40,200
TUBIGA,TUBIGA-2,MACRO,MACRO,AMBER,8.5377,124.3211,MISAMIS ORIENTAL,INITAO,48,130,40,200
TUBOD,TUBOD-1,MACRO,MACRO,GREEN,8.055426,123.79319,LANAO DEL NORTE,TUBOD (CAPITAL),48,280,40,200
TUBRAN,TUBRAN-3,MACRO,MACRO,AMBER,8.538889,125.858108,AGUSAN DEL SUR,PROSPERIDAD (CAPITAL),48,250,40,200
TUNGAOBUTUANAGN,TUNGAOBUTUANAGN-2,MACRO,MACRO,AMBER,8.78298,125.568,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),39,150,40,200
TUNGAOBUTUANAGN,TUNGAOBUTUANAGN-3,MACRO,MACRO,AMBER,8.78298,125.568,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),39,210,40,200
TUNGAW,TUNGAW-3,MACRO,MACRO,GREEN,7.601745,122.420672,ZAMBOANGA SIBUGAY,TUNGAWAN,39,180,40,200
TURNO1DPOLOGZDN,TURNO1DPOLOGZDN-1,MACRO,MACRO,GREEN,8.585297,123.35074,ZAMBOANGA DEL NORTE,DIPOLOG CITY (CAPITAL),35,340,40,200
TURNO1DPOLOGZDN,TURNO1DPOLOGZDN-3,MACRO,MACRO,AMBER,8.585297,123.35074,ZAMBOANGA DEL NORTE,DIPOLOG CITY (CAPITAL),35,220,40,200
TURNO3DPOLOGZDN,TURNO3DPOLOGZDN-1,MACRO,MACRO,GREEN,8.573144,123.360376,ZAMBOANGA DEL NORTE,DIPOLOG CITY (CAPITAL),29,20,40,200
TVISIO,TVISIO-1,MACRO,MACRO,GREEN,7.732249,122.276866,ZAMBOANGA DEL NORTE,SIOCON,43,300,40,200
UCALER,UCALER-2,MACRO,MACRO,AMBER,6.926931,122.034004,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,35,190,40,200
UPI,UPI-1,MACRO,MACRO,AMBER,7.014255,124.158547,MAGUINDANAO DEL NORTE,UPI,53,10,40,200
UPI,UPI-3,MACRO,MACRO,AMBER,7.014255,124.158547,MAGUINDANAO DEL NORTE,UPI,53,175,40,200
VALBUECOPOBBAYUGAGS,VALBUECOPOBBAYUGAGS-2,MACRO,MACRO,GREEN,8.71733,125.75,AGUSAN DEL SUR,BAYUGAN CITY,29,100,40,200
VALENLINGIGSDS,VALENLINGIGSDS-3,MACRO,MACRO,GREEN,8.229392,126.445364,SURIGAO DEL SUR,LINGIG,36,270,40,200
Z1LUMBIACDOMOR,Z1LUMBIACDOMOR-3,MACRO,MACRO,GREEN,8.396283,124.594039,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),39,170,40,200
Z3TULAY1JOLOSULU,Z3TULAY1JOLOSULU-2,MACRO,MACRO,GREEN,6.052692,120.993584,SULU,JOLO (CAPITAL),29,170,40,200
Z3TULAY1JOLOSULU,Z3TULAY1JOLOSULU-3,MACRO,MACRO,GREEN,6.052692,120.993584,SULU,JOLO (CAPITAL),29,260,40,200
Z4TABLONCDOMOR,Z4TABLONCDOMOR-3,MACRO,MACRO,GREEN,8.483731,124.728953,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),39,260,40,200
10IDMAWABCVLYCOW,10IDMAWABCVLYCOW-3,COW,MACRO,AMBER,7.506731,125.888081,DAVAO DE ORO,MAWAB,26,300,40,200
ANDRADELCARILIGANLDN,ANDRADELCARILIGANLDN-1,MACRO,MACRO,AMBER,8.23681,124.2592,LANAO DEL NORTE,ILIGAN CITY,39,0,40,200
ANDRADELCARILIGANLDN,ANDRADELCARILIGANLDN-3,MACRO,MACRO,AMBER,8.23681,124.2592,LANAO DEL NORTE,ILIGAN CITY,39,285,40,200
BANGKALPTKUL1,BANGKALPTKUL1-1,MACRO,MACRO,AMBER,6.050661,121.01771,SULU,PATIKUL,39,320,40,200
GUMALANGDAVAODDS,GUMALANGDAVAODDS-1,MACRO,MACRO,AMBER,7.199796,125.408314,DAVAO DEL SUR,DAVAO CITY,39,330,40,200
GUMALANGDAVAODDS,GUMALANGDAVAODDS-2,MACRO,MACRO,AMBER,7.199796,125.408314,DAVAO DEL SUR,DAVAO CITY,39,150,40,200
LOWLANOTE1ISBELABAS,LOWLANOTE1ISBELABAS-1,MACRO,MACRO,AMBER,6.68814,121.9824,BASILAN,ISABELA CITY,36,330,40,200
LOWLANOTE1ISBELABAS,LOWLANOTE1ISBELABAS-2,MACRO,MACRO,AMBER,6.68814,121.9824,BASILAN,ISABELA CITY,36,105,40,200
LOWLANOTE1ISBELABAS,LOWLANOTE1ISBELABAS-3,MACRO,MACRO,AMBER,6.68814,121.9824,BASILAN,ISABELA CITY,36,230,40,200
PINAN_D,PINAN_D-5,EXTENDED SECTOR,MACRO,AMBER,8.470339,123.4214,ZAMBOANGA DEL NORTE,PIÑAN,24,250,40,200
TCAICBUAYANGENSANSCOT,TCAICBUAYANGENSANSCOT-3,MACRO,MACRO,AMBER,6.111044,125.229892,SOUTH COTABATO,GENERAL SANTOS CITY,44,230,40,200
TCAICDAGATKDVALENBUK,TCAICDAGATKDVALENBUK-1,MACRO,MACRO,AMBER,7.800609,125.1429,BUKIDNON,VALENCIA CITY,39,40,40,200
TCAICDAGATKDVALENBUK,TCAICDAGATKDVALENBUK-2,MACRO,MACRO,AMBER,7.800609,125.1429,BUKIDNON,VALENCIA CITY,39,165,40,200
TCAICDARONGSTCRUZDDS,TCAICDARONGSTCRUZDDS-2,MACRO,MACRO,AMBER,6.930944,125.466611,DAVAO DEL SUR,SANTA CRUZ,47,120,40,200
TCAICDICLUMMFORTBUK,TCAICDICLUMMFORTBUK-2,MACRO,MACRO,AMBER,8.374498,124.846585,BUKIDNON,MANOLO FORTICH,39,110,40,200
TCAICDICLUMMFORTBUK,TCAICDICLUMMFORTBUK-3,MACRO,MACRO,AMBER,8.374498,124.846585,BUKIDNON,MANOLO FORTICH,39,180,40,200
TCAICDMILAGMANFORBUK,TCAICDMILAGMANFORBUK-1,MACRO,MACRO,AMBER,8.372036,124.813998,BUKIDNON,MANOLO FORTICH,39,345,40,200
TCAICEASTPOBRIZALZDN,TCAICEASTPOBRIZALZDN-3,MACRO,MACRO,AMBER,8.522568,123.553404,ZAMBOANGA DEL NORTE,RIZAL,36,300,40,200
TCAICFUERZATAGUMDDM,TCAICFUERZATAGUMDDM-2,MACRO,MACRO,AMBER,7.49825,125.818938,DAVAO DEL NORTE,TAGUM CITY (CAPITAL),41,105,40,200
TCAICKULAMBUGRLIMZSIB,TCAICKULAMBUGRLIMZSIB-3,MACRO,MACRO,AMBER,7.651972,122.473997,ZAMBOANGA SIBUGAY,ROSELLER LIM,39,260,40,200
TCAICLAPINIGKPATAGLDN,TCAICLAPINIGKPATAGLDN-2,MACRO,MACRO,AMBER,7.921393,123.687463,LANAO DEL NORTE,KAPATAGAN,40,115,40,200
TCAICMAGSAYRLIMZSIB,TCAICMAGSAYRLIMZSIB-1,MACRO,MACRO,AMBER,7.641609,122.461449,ZAMBOANGA SIBUGAY,ROSELLER LIM,39,25,40,200
TCAICMALAGUTAYZAMBOAZDS,TCAICMALAGUTAYZAMBOAZDS-2,MACRO,MACRO,AMBER,6.9487,122.0272,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,41,130,40,200
TCAICMAPANTAOTUGAYALDS,TCAICMAPANTAOTUGAYALDS-1,MACRO,MACRO,AMBER,7.87972,124.168,LANAO DEL SUR,TUGAYA,47,100,40,200
TCAICMATICLAVERMOR,TCAICMATICLAVERMOR-1,MACRO,MACRO,AMBER,8.632947,124.987337,MISAMIS ORIENTAL,CLAVERIA,49,10,40,200
TCAICMIDTIMANGGALMGDN,TCAICMIDTIMANGGALMGDN-1,MACRO,MACRO,AMBER,6.992502,124.340978,MAGUINDANAO DEL SUR,DATU ANGGAL MIDTIMBANG,47,335,40,200
TCAICMIDTIMANGGALMGDN,TCAICMIDTIMANGGALMGDN-2,MACRO,MACRO,AMBER,6.992502,124.340978,MAGUINDANAO DEL SUR,DATU ANGGAL MIDTIMBANG,47,55,40,200
TCAICMIDTIMANGGALMGDN,TCAICMIDTIMANGGALMGDN-3,MACRO,MACRO,AMBER,6.992502,124.340978,MAGUINDANAO DEL SUR,DATU ANGGAL MIDTIMBANG,47,125,40,200
TCAICNALAPAANPIKITNCOT,TCAICNALAPAANPIKITNCOT-1,MACRO,MACRO,AMBER,7.099102,124.624208,COTABATO,PIKIT,44,15,40,200
TCAICNEWLITUBANSIOCONZDN,TCAICNEWLITUBANSIOCONZDN-1,MACRO,MACRO,AMBER,7.7103,122.1703,ZAMBOANGA DEL NORTE,SIOCON,29,0,40,200
TCAICNEWLITUBANSIOCONZDN,TCAICNEWLITUBANSIOCONZDN-3,MACRO,MACRO,AMBER,7.7103,122.1703,ZAMBOANGA DEL NORTE,SIOCON,29,270,40,200
TCAICOSMENADAPASDN,TCAICOSMENADAPASDN-1,MACRO,MACRO,AMBER,9.78016,126.0751,SURIGAO DEL NORTE,DAPA,47,60,40,200
TCAICP4SJOSMALAYBBUK,TCAICP4SJOSMALAYBBUK-1,MACRO,MACRO,AMBER,8.1105,125.12625,BUKIDNON,MALAYBALAY CITY (CAPITAL),39,60,40,200
TCAICP4SJOSMALAYBBUK,TCAICP4SJOSMALAYBBUK-2,MACRO,MACRO,AMBER,8.1105,125.12625,BUKIDNON,MALAYBALAY CITY (CAPITAL),39,175,40,200
TCAICP5MABINICABADAGN,TCAICP5MABINICABADAGN-2,MACRO,MACRO,AMBER,9.110825,125.558199,AGUSAN DEL NORTE,CABADBARAN CITY,38,80,40,200
TCAICPOBDADOMULONLDS,TCAICPOBDADOMULONLDS-1,MACRO,MACRO,AMBER,7.920378,124.360088,LANAO DEL SUR,MULONDO,39,340,40,200
TCAICPOBLAGUINMOR,TCAICPOBLAGUINMOR-1,MACRO,MACRO,AMBER,8.572926,124.438152,MISAMIS ORIENTAL,LAGUINDINGAN,29,20,40,200
TCAICPOONAPOONABLDS,TCAICPOONAPOONABLDS-3,MACRO,MACRO,AMBER,7.8361,124.3478,LANAO DEL SUR,POONA BAYABAO,42,200,40,200
TCAICRAWANLALALDN,TCAICRAWANLALALDN-2,MACRO,MACRO,AMBER,8.000411,123.779344,LANAO DEL NORTE,LALA,44,175,40,200
TCAICSANLUISGINGOOMOR,TCAICSANLUISGINGOOMOR-1,MACRO,MACRO,AMBER,8.881972,125.037302,MISAMIS ORIENTAL,GINGOOG CITY,36,20,40,200
TCAICSANLUISGINGOOMOR,TCAICSANLUISGINGOOMOR-2,MACRO,MACRO,AMBER,8.881972,125.037302,MISAMIS ORIENTAL,GINGOOG CITY,36,100,40,200
TCAICSANLUISGINGOOMOR,TCAICSANLUISGINGOOMOR-3,MACRO,MACRO,AMBER,8.881972,125.037302,MISAMIS ORIENTAL,GINGOOG CITY,36,310,40,200
TCAICSEBACTUDELAMOCC,TCAICSEBACTUDELAMOCC-3,MACRO,MACRO,AMBER,8.249817,123.845333,MISAMIS OCCIDENTAL,TUDELA,47,230,40,200
TCAICSOLANAJASAANMOR,TCAICSOLANAJASAANMOR-1,MACRO,MACRO,AMBER,8.6253,124.7671,MISAMIS ORIENTAL,JASAAN,44,315,40,200
TCAICSOLANAJASAANMOR,TCAICSOLANAJASAANMOR-2,MACRO,MACRO,AMBER,8.6253,124.7671,MISAMIS ORIENTAL,JASAAN,44,65,40,200
TCAICTABONBISLIGSDS,TCAICTABONBISLIGSDS-2,MACRO,MACRO,AMBER,8.180017,126.362152,SURIGAO DEL SUR,BISLIG CITY,27,230,40,200
TCAICTABONBISLIGSDS,TCAICTABONBISLIGSDS-3,MACRO,MACRO,AMBER,8.180017,126.362152,SURIGAO DEL SUR,BISLIG CITY,27,320,40,200
TCAICTUAYANIHOFFERMGDN,TCAICTUAYANIHOFFERMGDN-3,MACRO,MACRO,AMBER,6.850942,124.426234,MAGUINDANAO DEL SUR,DATU HOFFER AMPATUAN,39,265,40,200
TCAICZ13ENATUMOTAGOLOMOR,TCAICZ13ENATUMOTAGOLOMOR-1,MACRO,MACRO,AMBER,8.532429,124.761799,MISAMIS ORIENTAL,TAGOLOAN,41,40,40,200
TCAICZ13ENATUMOTAGOLOMOR,TCAICZ13ENATUMOTAGOLOMOR-2,MACRO,MACRO,AMBER,8.532429,124.761799,MISAMIS ORIENTAL,TAGOLOAN,41,230,40,200
TCAICZ13ENATUMOTAGOLOMOR,TCAICZ13ENATUMOTAGOLOMOR-3,MACRO,MACRO,AMBER,8.532429,124.761799,MISAMIS ORIENTAL,TAGOLOAN,41,310,40,200
TCAICZ7PUERTOMFORTBUK,TCAICZ7PUERTOMFORTBUK-2,MACRO,MACRO,AMBER,8.449055,124.79607,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),43,70,40,200
TCAICZ7PUERTOMFORTBUK,TCAICZ7PUERTOMFORTBUK-3,MACRO,MACRO,AMBER,8.449055,124.79607,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),43,150,40,200
TCCRE1CMAGAYCOMPOSDDO,TCCRE1CMAGAYCOMPOSDDO-3,MACRO,MACRO,AMBER,7.719537,126.1059,DAVAO DE ORO,COMPOSTELA,39,260,40,200
TCCREP10BATANGVALENBUK,TCCREP10BATANGVALENBUK-1,MACRO,MACRO,AMBER,7.903938,125.120704,BUKIDNON,VALENCIA CITY,36,40,40,200
TCCREP10BATANGVALENBUK,TCCREP10BATANGVALENBUK-2,MACRO,MACRO,AMBER,7.903938,125.120704,BUKIDNON,VALENCIA CITY,36,170,40,200
TCCREP10BATANGVALENBUK,TCCREP10BATANGVALENBUK-3,MACRO,MACRO,AMBER,7.903938,125.120704,BUKIDNON,VALENCIA CITY,36,270,40,200
TCCREP5WASIANROSARAGS,TCCREP5WASIANROSARAGS-2,MACRO,MACRO,AMBER,8.327543,126.007869,AGUSAN DEL SUR,ROSARIO,40,160,40,200
TCCRETWAGANORTELABANGZDS,TCCRETWAGANORTELABANGZDS-2,MACRO,MACRO,AMBER,7.874202,123.479704,ZAMBOANGA DEL SUR,LABANGAN,39,180,40,200
TCEDCAMOROSELSALVMOR,TCEDCAMOROSELSALVMOR-2,MACRO,MACRO,AMBER,8.526944,124.546084,MISAMIS ORIENTAL,EL SALVADOR CITY,38,160,40,200
TCEDCAMOROSELSALVMOR,TCEDCAMOROSELSALVMOR-3,MACRO,MACRO,AMBER,8.526944,124.546084,MISAMIS ORIENTAL,EL SALVADOR CITY,38,260,40,200
TCEDCBAGOLBASALEOSNNCOT,TCEDCBAGOLBASALEOSNNCOT-3,MACRO,MACRO,AMBER,7.1261,124.591,COTABATO,ALEOSAN,39,280,40,200
TCEDCBAGUIOSFERNBUK,TCEDCBAGUIOSFERNBUK-2,MACRO,MACRO,AMBER,7.92285,125.30229,BUKIDNON,SAN FERNANDO,39,200,40,200
TCEDCBAGUIOSFERNBUK,TCEDCBAGUIOSFERNBUK-3,MACRO,MACRO,AMBER,7.92285,125.30229,BUKIDNON,SAN FERNANDO,39,280,40,200
TCEDCBALATACTANGUIBMOCC,TCEDCBALATACTANGUIBMOCC-2,MACRO,MACRO,AMBER,8.038614,123.663135,MISAMIS OCCIDENTAL,TANGUB CITY,40,185,40,200
TCEDCBALATACTANGUIBMOCC,TCEDCBALATACTANGUIBMOCC-3,MACRO,MACRO,AMBER,8.038614,123.663135,MISAMIS OCCIDENTAL,TANGUB CITY,40,260,40,200
TCEDCBARCELDPITANZDN,TCEDCBARCELDPITANZDN-2,MACRO,MACRO,AMBER,8.525614,123.4577,ZAMBOANGA DEL NORTE,DAPITAN CITY,40,155,40,200
